,Date,URL,Abstract,Tokens,Cosine Top 20,Cumulative Sum,Score AC,Score TG,Score WT
10,2011/09/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1566119911002096,"The electrical properties of matrix-assisted pulsed-laser evaporated (MAPLE) 9,9-dioctylfluorene-co-bis-N-N-(4-butylphenyl)-bis-N,N-phenyl 1,4-phenylenediamine (PFB)-based bottom-gate organic field-effect transistors (FETs) and metal–insulator–semiconductor (MIS) diodes with poly (methyl methacrylate) (PMMA) as the dielectric layer have been investigated. The device characteristics were found to improve with an increase in the difference between the solubility parameters of PMMA and solvent. Shifts in flat band voltage of the MIS diodes were found to be due to the difference in the density of trapped holes located at the semiconductor–insulator interface. The threshold voltage of the FETs were correlated with differences in acceptor doping density and flat band voltage shifts of the MIS diodes, thereby demonstrating the role of interface traps in determining the electrical properties of organic devices. Electrical characterization of the FET shows the device to have a hysteresis-free operation in its transfer characteristics, a low threshold voltage of −0.2 V, and a field-effect mobility of 0.2 × 10−4 cm2 V−1 s−1. Interface trap states of the MIS diodes were found to be distributed in energy with their density decreasing non-linearly from approximately 2.8 × 1012 to 1.2 × 1012 eV−1 cm−2 over an energy range of 0.075–0.385 eV above the bulk Fermi level. Non-orthogonality of the semiconductor solvent had no deleterious effects on the underlying PMMA dielectric layer even without any high temperature baking, thus demonstrating that MAPLE is a viable technique for fabricating polymer dielectric-based devices and for improving the semiconductor–insulator interface.",,,,0.0,,
11,2011/06/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0169433211004612,"Nanocomposites made of ZnO nanoparticles dispersed in thermoplastic polyurethane were synthesized using picosecond laser ablation of zinc in a polymer-doped solution of tetrahydrofuran. The pre-added polymer stabilizes the ZnO nanoparticles in situ during laser ablation by forming a polymer shell around the nanoparticles. This close-contact polymer shell has a layer thickness up to 30 nm. Analysis of ZnO polyurethane nanocomposites using optical spectroscopy, high resolution transmission electron microscopy and X-ray diffraction revealed that oxidized and crystalline ZnO nanoparticles were produced. Those nanocomposites showed a green photoluminescence emission centred at 538 nm after excitation at 350 nm, which should be attributed to oxygen defects generated during the laser formation mechanism of the monocrystalline nanoparticles. Further, the influence of pulse energy and polymer concentration on the production rate, laser fluence and energy-specific mass productivity was investigated.",,,,0.0,,
13,2011/10/17,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0254058411005281,"Unidirectional benzophenone crystals were grown along 〈1 1 0〉, 〈0 1 0〉 and 〈0 0 1〉 directions by uniaxially solution crystallization method at ambient temperature. The growth rate of the grown crystals was varied with orientation. The optical absorption coefficients of benzophenone were measured as a function of wavelength. The optical absorption study reveals that the benzophenone crystal has very low absorption in the wavelength range of interest. Moreover, the laser damage threshold and micro hardness for 〈1 1 0〉, 〈0 1 0〉 and 〈0 0 1〉 oriented unidirectional benzophenone crystals were measured using a Q-switched Nd:YAG laser operating at 1064 nm radiation and Vicker's micro hardness tester, respectively. The laser damage threshold is larger for the 〈1 1 0〉 and 〈0 1 0〉 oriented crystals compared to 〈0 0 1〉 oriented crystal at 1064 nm wavelength. The result is consistent with the hardness variation observed for the three different crystallographic directions of benzophenone crystal. The relation between the laser damage profile and mechanical hardness anisotropy is discussed based on the crystal structure of benzophenone.",,,,0.0,,
15,2011/09/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0168900210027622,"Vacuum and extreme ultraviolet radiation from 8 to 24 eV generated at a synchrotron was used to postionize laser desorbed neutrals of antibiotic-treated biofilms and a modified fullerene using laser desorption postionization mass spectrometry (LDPI-MS). Results show detection of the parent ion, various fragments, and extracellular material from biofilms using LDPI-MS with both vacuum and extreme ultraviolet photons. Parent ions were observed for both cases, but extreme ultraviolet photons (16–24 eV) induced more fragmentation than vacuum ultraviolet (8–14 eV) photons.",,,,0.0,,
16,2011/02/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1566119910003629,"We present an investigation of the intrinsic chemical degradation mechanisms of phosphorescent OLEDs based on the common sky blue emitter bis(2-(4,6-difluorophenyl)pyridyl-N,C2′)iridium(III)picolinate (FIrpic). The OLEDs are investigated using the laser-desorption/ionization time-of-flight mass spectrometry. The comparison between the collected spectra for electrically aged and unaged OLEDs allows the identification of different reaction products, like fragments which are mainly related to the chemical dissociation of FIrpic molecules during the OLED operation. We present different reaction pathways of the blue emitter FIrpic. One proposed reaction indicates that the short lifetimes of the OLEDs may be related to the irreversible dissociation of the FIrpic molecule by the loss of carbon dioxide (CO2) from the picolinate ligand. Additionally, the formation of chemical complexes between different fragments of the FIrpic molecules with their neighbour materials is visible. The cesium adducts of FIrpic formation indicate a possible contribution of the dopant to the OLED degradation process. Finally, we show rearrangement effects in the Cs doped electron transporting layer. This rearrangement is indicated by the presence of m/z signals of the BPhen dimer and adducts of the dimer with Cs.",,,,1.0,,
17,2011/01/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1566119910003277,"A free-standing organic composite membrane distributed feedback (DFB) laser template-patterned by a commercially-available blank digital versatile disk (DVD) is demonstrated. This laser operates at room-temperature and ambient atmosphere and is based on a specifically designed composite incorporating a recently introduced organic semiconductor polymer system, green light-emitting π-conjugated poly[2,5-bis(2′,5′-bis(2″-ethylhexyloxy)phenyl)-p-phenylene vinylene] (BBEHP-PPV), as the gain element. This flexible organic membrane laser oscillates around 521 nm above a 1.1 mJ/cm2 threshold. Optical gain characteristics of the composite material are also reported. The approach represents a step towards viable low-cost, even ‘disposable’ organic solid-state lasers.",,,,2.0,,
18,2011/05/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0379677911000749,"Dielectric layers involved in top gate organic thin film transistors (TG-OTFTs) have been fabricated by using laser induced forward transfer (LIFT) technique. Poly(methyl methacrylate) (PMMA) as insulating polymer was spin-coated on a quartz substrate and transferred by laser on an acceptor substrate to form a dielectric layer on top of an organic semiconducting layer and source/drain contacts both previously vapour phase deposited. Copper phthalocyanine (CuPc) has been chosen to form p-type organic active layers. The nature of transferred patterns and the efficiency of LIFT confirm the important potential of a laser printing technique in the development of plastic microelectronics. Electrical characterizations in TG configuration demonstrated that transistors are fully operative with hole mobility up to 8.6 × 10−3 cm2/V s. A comparative study with others dielectric layers in bottom gate transistors (BG-OTFTs), as PMMA spin-coated and silicon dioxide SiO2, points out more precisely the limiting parameters to an efficient charge transport in the conducting channel created at the interface between PMMA and CuPc.",,,,0.0,,
19,2011/11/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0925346711004010,"Gel-glass dispersed liquid crystal (GDLC) thin films doped with organic laser dye Rhodamine 6G (R6G) were prepared via a sol–gel procedure of tetraethyl orthosilicate (TEOS) and ethyl triethoxisilane (ETES). As characterized by scanning electronic microscope (SEM), surface-relief structures were successfully patterned on lower refractive index GDLC thin films by soft lithographic technology, which support distributed feedback (DFB) laser emission based on leaky mode propagation. The performance of the DFB laser emission was investigated and the spectral narrowing of the emitted radiation and the fine structure pattern were found to be controlled by the doping concentration of liquid crystal (LC) 4-cyano-4′-pentylbiphenyl (5CB). We also showed the synchronous excitation of a DFB lasing with random lasing mediated by light scattering inside the same GDLC leaky waveguide.",,,,2.0,,
20,2011/07/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S156611991100111X,"In this work we use laser direct-write (LDW) to fabricate patterned [Ru(dtb-bpy)3]2+(PF6-<math><mrow is=""true""><msubsup is=""true""><mrow is=""true""><mtext is=""true"">PF</mtext></mrow><mrow is=""true""><mn is=""true"">6</mn></mrow><mrow is=""true""><mo is=""true"">-</mo></mrow></msubsup></mrow></math>)2 electroluminescent devices under ambient processing conditions. Device fabrication is accomplished via laser micromachining of a transparent conducting oxide top electrode, LDW printing the active organo-metallic material, and vapor depositing the bottom electrode. Nuclear magnetic resonance spectroscopy is used to ensure the transfer of damage-free luminophore material. Devices tested in air are shown to exhibit emission spectra, luminous efficiencies, and lifetimes similar to literature values for devices fabricated in nitrogen environments. The versatility of laser direct-write printing is then demonstrated by printing multi-color luminophore patterns with diameters down to 10 μm for future use in high-resolution device fabrication. This approach is compatible with large-area organic electronics that require the fabrication of high-resolution architectures.",,,,1.0,,
21,2011/04/15,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S101060301100092X,"We report the first systematic study on the laser action of Sulforhodamine B (SRB). Rhodamine B (RB), with similar molecular skeleton but with different phenyl substituents, was analysed to define the structural keystones in influencing their optical properties. Synthesis and laser characterization of photosensitized homopolymer, linear and crosslinked copolymers, and silicon-modified organic matrices were carried out. High lasing efficiencies, of up to 57%, were obtained with high photostability since the laser output remained stable, with no sign of photodegradation after 100,000 pump pulses at 10 Hz in the same position of the sample. These are, to the best of our knowledge, the topmost results achieved with new red-photosensitized materials to apply in advanced optical devices in this spectral region.",,,,2.0,,
22,2011/01/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S1875389211001520,"Laser cutting is the most widely implemented application of lasers in industry. The many advantages of this process stimulate users in industry to cut many different materials, such as wood and wood composites –particleboard, plywood, etc.–, which are being cut with excellent results and productivity. Phenolic resins boards are a new substitute of wood in highly aggressive environments. In the present work we study the feasibility of CO2 lasers to cut phenolic resin boards and assess the potential health hazards of the vapours and residues produced, since its thermal degradation may produce toxic organic vapors.",,,,0.0,,
23,2011/09/15,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0169433211009871,"There is a growing interest by art conservators for laser cleaning of organic materials, such as wooden artworks, paper and textiles, since traditional cleaning with solvents can be a source of further decay and mechanical cleaning may be too abrasive for sensitive fibers. In this work we present a successful laser cleaning approach for 19th century rattan mats from the Brooklyn Museum collection of African Art, now part of the study collection at the Conservation Center in New York. Tests were carried out using the fundamental (1064 nm) and second harmonic (532 nm) wavelength of a Q-switched Nd:YAG laser to measure threshold values both for surface damage and color changes for different types of rattan samples. The irradiated substrates were investigated by optical microscopy, scanning electron microscopy and by UV–vis spectroscopy in order to determine the efficiency of laser cleaning and to assess possible deterioration effects that may have occurred as a result of laser irradiation. The study showed that by using the laser emission at 532 nm, a wavelength for which photon energy is below the bond dissociation level of the main cellulosic compounds and the water absorption is negligible, it is possible to select a range of laser fluences to remove the black dust layer without damaging the rattan material.",,,,0.0,,
24,2011/04/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0014305710003757,"The production of silver and copper particles by laser ablation in an organic solvent and their in situ functionalization with amphiphilic copolymers bearing fluorinated side chains is presented. Aside the stabilization of the particles, the fluorinated side chains render the modified particles compatible with a perfluorinated matrix, which results in a homogeneous distribution of the particles in the matrix. The incorporation of silver particles in perfluorinated matrices is of special interest for the preparation of antibacterial composites, e.g. PTFE, which might be applied in antibacterial implants, e.g. antibacterial vascular prostheses. Laser ablation in liquids as a general method to produce charged nanoparticles of any metal is hence combined with sophisticated surface active compounds.",,,,0.0,,
25,2011/02/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S002230931000863X,"This work demonstrates a promising method to fabricate 2D lattices by using photosensitive sol–gel method combining with four-beam of a 350.7 nm Kr ion laser interference. Photosensitive TiO2 gel films with chelate complexes as precursors are fabricated. The characteristics of UV and IR spectra of the films and their variations in the process of laser irradiation are investigated. The results show that the gel films had an absorption peak at about 358 nm due to the formation of chelate complex. This peak gradually decreases with irradiation in time, which indicates the photosensitive properties of the TiO2 films. A flexible four-beam interference system is proposed. Given incident angles 20.5° and 44.5°, the lattices with pitch of 700 nm and 326 nm are fabricated, respectively. The diffraction phenomenon of the 700 nm lattices is investigated by inverse method. The results are fully consistent with the 2D crystal diffraction theory.",,,,0.0,,
26,2011/10/30,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0039914011008435,"This paper describes the application of catechin-modified titanium dioxide nanoparticles (TiO2 NPs) as matrices to analyze four steroid hormones by surface-assisted laser desorption/ionization mass spectrometry (SALDI-MS). The catechin-modified TiO2 NPs have high absorbance at 337 nm and are effective SALDI matrices when using a nitrogen laser. Four test steroid hormones—cortisone, hydrocortisone, progesterone, and testosterone—were directly analyzed by SALDI-MS. The limits of detection at a signal-to-noise ratio of 3 for cortisone, hydrocortisone, progesterone, and testosterone were 1.62, 0.70, 0.66, and 0.23 μM, respectively. This approach provides good quantitative linearity for the four analytes (R2 > 0.986) with good reproducibility (the shot-to-shot and batch-to-batch variations for the four analytes were less than 10% and 15%, respectively). We validated the practicality of this approach—considering its advantages in sensitivity, repeatability, rapidity, and simplicity—through the analysis of testosterone in a urine sample.",,,,0.0,,
27,2011/03/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022024810010961,"Optically good quality semi-organic single crystal of sodium acid phthalate (NaAP) was successfully grown by Sankaranarayanan-Ramasamy (SR) method. Transparent, colourless 〈0 0 1〉 oriented unidirectional bulk single crystals of diameters 10 and 20 mm and length maximum up to 75 mm were grown by the SR method. The grown crystals were subjected to various characterization studies such as etching, birefringence, laser damage threshold, UV–vis spectrum and dielectric measurement. The value of birefringence and quality were ascertained by birefringence studies.",,,,0.0,,
28,2011/09/30,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0022175911001499,"Polychromatic immunophenotyping improves characterization of leukocyte subpopulations and their malignant counterparts. However, the lack of various fluorochrome-labeled monoclonal antibodies (MoAbs) hinders the formation of multi-color panels. CD45 appears to be an important MoAb for immunophenotyping of these cells. Plotted against the side scatter, CD45 provides immunological cell differentiation and the ability to recognize various normal and malignant leukocyte subpopulations. CD45 is commonly used and labeled with various fluorochromes and as a result, is incorporated in multi-color panels as a conjugate of less available fluorochromes, such as the violet laser dyes. However, these dyes (e.g. Pacific Orange/PO) often possess low fluorescence intensity, which may be too weak to differentiate between populations. The new organic dye Krome Orange (KO, emission at 528 nm) appears to be a more intense violet laser dye, serving as an alternative to PO.",,,,0.0,,
29,2011/03/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S014381661000254X,"Laser ablation in the liquid technique has been used to synthesize cation-exchanged laponite suspensions. In summary, laser ablation of the microsize-metal powder (Co, Al, and Cu) dispersed in an aqueous solution containing deionized water laponite crystals was carried out using laser beam generated by a single-mode, Q-switched Nd–Yag laser operating at 532 nm with a pulse duration of 5.5 ns and 10 Hz repetition rate. Laser fluence was 0.265 J/cm2 for all tests. For all samples, the mass fraction of laponite was 1%. General observations of the prepared samples indicated that an aqueous suspension of 1 wt% laponite retained its free flowing liquid phase characteristics even after aging for several weeks. When bivalent cationic metals (Cu, Co, Al) were ablated in it for about 1 h, even with a small amount of the metal (0.025% and 0.050%) were generated, the suspension became highly viscous and behaved as a shear-thinning and thixotropic material. That is, the suspension gelled strongly when it was allowed to rest. The gels, however, could easily be reverted to a low viscosity liquid with simple shaking. Information from TEM and XRD analysis indicated that such a sol–gel transformation might be due to the charge exchange between the cationic species produced during the laser ablation and the sodium ions in the interlayers of the clay sheets.",,,,0.0,,
30,2011/02/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0039602810004462,"Titanium oxide nanostructured thin films synthesized by pulsed laser deposition (PLD) were here characterized with a multi-technique approach to investigate the relation between surface electronic, structural and morphological properties. Depending on the growth parameters, these films present characteristic morphologies ranging from compact to columnar and to an extremely open structure. As-deposited films have a disordered structure both in the bulk and on the surface, as shown by Raman spectroscopy and by the fine structure of X-ray absorption spectra near the Ti and O edge (NEXAFS). The surface reactivity towards the atmosphere, with consequent formation of surface hydroxyl terminal groups, turns out to be dependent not only on the effective surface but also on the surface structure. By ultraviolet photoemission spectroscopy, we observed that, depending on the sample structure and morphology, defect states at 1 eV binding energy in the valence band can be induced by exposing the samples to the intense synchrotron photon beam.",,,,0.0,,
31,2011/03/15,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S030438941100029X,"The present study demonstrates the complete removal of Cr(VI) in aqueous suspensions of zinc oxide nanoparticles using a novel laser-induced photocatalytic process without the use of any additive. The study showed that ∼95% Cr(VI) was removed within short time (60 min) of laser exposure in the presence of ZnO. However, the removal of chromium using conventional setup under identical conditions was found to be negligible. Effect of critical parameters, such as laser energy, catalyst concentration, chromium concentration, and added electron donor and acceptor on the photocatalytic reduction process was also investigated. The data regarding temporal behavior of metal removal was fitted to first-order kinetic and reaction rate was computed.",,,,0.0,,
32,2011/08/10,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0168365911001519,"The aim of this study was to evaluate the ability of a low-fluence fractional erbium:yttrim-aluminum-garnet (Er:YAG) laser, with a wavelength of 2940 nm, for enhancing and controlling the skin permeation of imiquimod and macromolecules such as polypeptides and fluorescein isothiocyanate (FITC)-labeled dextran (FD). The in vitro permeation has been determined using a Franz diffusion cell, with porcine skin and nude mouse skin as the barriers. Hyperproliferative and ultraviolet (UV)-irradiated skins were also used as barrier models to mimic the clinical therapeutic conditions. Confocal laser scanning microscopy (CLSM) was used to examine the in vivo nude mouse skin uptake of peptide, FITC, and FD. Both in vitro and in vivo results indicated an improvement in permeant skin delivery by the laser. The laser fluence and number of passes were found to play important roles in controlling drug transport. Increases of 46- and 127-fold in imiquimod flux were detected using the respective fluences of 2 and 3 J/cm2 with 4 pulses. An imiquimod concentration of 0.4% from aqueous vehicle with laser treatment was sufficient to approximate the flux from the commercial cream with an imiquimod dose of 5% without laser treatment, indicating a reduction of the drug dose by 125-fold. The enhancement of peptide permeation was size and sequence dependent, with the smaller molecular weight (MW) and more-hydrophilic entities showing greater enhancing effect. Skin permeation of FD with an MW of at least 150 kDa could be achieved with fractional laser irradiation. CLSM images revealed intense green fluorescence from the permeants after exposure of the skin to the laser. The follicular pathway was significant in laser-assisted permeation.",,,,0.0,,
33,2011/03/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0379677910005497,"Picosecond pulsed laser (10.4 ps, 1064 nm, 5 and 50 kHz) patterning studies were performed, of PEDOT:PSS thin films of varying thickness deposited by spin coating on glass substrates, by ablating the films or by changing locally by laser irradiation the optical and electrical properties of the polymer. From a detailed observation of the morphology of single pulse ablated holes on the surfaces of the films, in combination with simple calculations, it is concluded that photomechanical ablation is the likely ablation mechanism of the films. The single pulse ablation thresholds were measured equal to 0.13–0.18 J/cm2 for films with thicknesses in the region of ∼100–600 nm. The implications on ablation line patterning of the films using different fluences, scanning speeds and pulse repetition rates, were investigated systematically. Laser irradiation of the films before ablation induces a metal–insulator transition of the polymer because of the formation of charge localization due to a possible creation of molecular disorder in the polymer and shortening of its conjugation length.",,,,0.0,,
34,2011/06/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300571211000728,The aims of the present study were to investigate whether irradiation with a CO2 laser could prevent surface softening (i) in sound and (ii) in already softened enamel in vitro.,,,,0.0,,
35,2011/11/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0030401811008558,To test the effect of pulsed (Q-switched) and continuous wave (CW) laser light at wavelength of 532 nm on the viability of free-living stationary phase bacteria with and without gentamicin (an antibiotic) treatment.,,,,0.0,,
36,2011/10/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0109564111001795,To assess the influence of laser-textured surfaces on the adhesion of composite to dentin after being rotary prepared.,,,,0.0,,
37,2011/07/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0143816611000157,The thermal effects of fibre laser surface treatment on a Si3N4 engineering ceramic were studied using a computational finite element analysis (FEA). Temperature increases on the surface of the Si3N4 during fibre laser processing were measured using an infra-red thermometer; temperature distributions in the bulk were measured with specifically located thermocouples. A computational model by using FEA was then developed to model the flow and the distribution of the radiated heat resulting from the fibre laser treatment of the Si3N4 ceramic. By utilising data obtained from a TG-DSC analysis the FEA model predictions of the temperature distribution were used to map phase transformations and significant events occurring during the fibre laser surface treatment of the Si3N4. The TG-DSC analysis also indicated that the fibre laser surface treatment generally resulted in a phase transformation of the Si3N4 from α-phase to β-phase modification as elongated rod-like grains were found.,,,,0.0,,
38,2011/09/01,https://www-sciencedirect-com.offcampus.lib.washington.edu/science/article/pii/S0300571211001515,"The aim of the present study was to evaluate the effect of CO2 laser irradiation (10.6 μm) at 0.3 J/cm2 (0.5 μs; 226 Hz) on the resistance of softened enamel to toothbrushing abrasion, in vitro.",,,,0.0,,
